trade_id,client_id,instrument,side,quantity,price,timestamp,order_type,venue,pnl
TRD001017,CORNERSTONE_INV_033,USDCHF,BUY,4013072,0.83513,2025-10-19T10:43:32.524548,LIMIT,Hotspot,2428
TRD001018,ACME_FX_023,USDJPY,SELL,2395240,145.5188,2025-10-19T11:08:32.524548,MARKET,EBS,-2157
TRD001019,MERIDIAN_FUND_052,USDJPY,BUY,3847855,145.58727,2025-10-19T11:21:32.524548,LIMIT,Currenex,7101
TRD001020,APEX_TRADING_089,AUDUSD,SELL,3640377,0.7015,2025-10-19T12:15:32.524548,MARKET,Hotspot,3179
TRD001021,ATLAS_BOND_012,EURUSD,BUY,5748988,1.07836,2025-10-19T13:12:32.524548,LIMIT,EBS,2874
TRD001022,TITAN_EQ_008,AUDUSD,SELL,945912,0.70129,2025-10-19T13:21:32.524548,MARKET,Currenex,1699
TRD001023,CORNERSTONE_INV_033,USDCHF,BUY,3220538,0.83518,2025-10-19T14:14:32.524548,MARKET,Currenex,5858
TRD001024,OLYMPUS_VENTURES_024,EURUSD,SELL,2339290,1.07808,2025-10-19T14:28:32.524548,LIMIT,Currenex,1612
TRD001025,OLYMPUS_VENTURES_024,EURUSD,SELL,2214523,1.07828,2025-10-19T14:36:32.524548,LIMIT,EBS,1887
TRD001026,MERIDIAN_FUND_052,USDJPY,BUY,4437192,145.56317,2025-10-19T15:09:32.524548,LIMIT,Currenex,-2227
TRD001027,CORNERSTONE_INV_033,USDCHF,BUY,4575453,0.83502,2025-10-19T16:00:32.524548,MARKET,Currenex,-4131
TRD001028,CORNERSTONE_INV_033,AUDUSD,BUY,3739015,0.70162,2025-10-19T17:45:32.524548,MARKET,Currenex,-3056
TRD001029,ROCKFORD_TRUST_088,EURUSD,SELL,1629416,1.07816,2025-10-19T18:01:32.524548,MARKET,LMAX,1045
TRD001030,SENTINEL_ASSETS_067,USDCHF,SELL,1883845,0.83514,2025-10-19T19:32:32.524548,MARKET,Hotspot,3541
TRD001031,ATLAS_BOND_012,AUDUSD,SELL,4736395,0.70132,2025-10-19T19:37:32.524548,MARKET,EBS,5290
TRD001032,ZEUS_COMM_019,OIL,SELL,3718208,82.86765,2025-10-19T19:51:32.524548,MARKET,Hotspot,-3042
TRD001033,APEX_TRADING_089,AUDUSD,BUY,2712880,0.70154,2025-10-19T19:57:32.524548,MARKET,Hotspot,4458
TRD001034,STERLING_FX_041,EURUSD,BUY,812376,1.07817,2025-10-20T08:09:32.524548,MARKET,Currenex,1221
TRD001035,ATLAS_BOND_012,AUDUSD,SELL,6365090,0.70154,2025-10-20T08:44:32.524548,LIMIT,Hotspot,7003
TRD001036,ZEUS_COMM_019,GOLD,SELL,1809415,1837.2242,2025-10-20T08:44:32.524548,MARKET,LMAX,1089
TRD001037,ZEUS_COMM_019,AUDUSD,BUY,3761231,0.7013,2025-10-20T09:21:32.524548,MARKET,Hotspot,-2387
TRD001038,ECLIPSE_PARTNERS_092,USDJPY,BUY,3379184,145.59149,2025-10-20T10:16:32.524548,MARKET,Hotspot,-3550
TRD001039,NOVA_MACRO_045,AUDUSD,SELL,1558603,0.70129,2025-10-20T11:12:32.524548,LIMIT,EBS,-1884
TRD001040,SUMMIT_ADVISORS_051,EURUSD,SELL,3299618,1.07812,2025-10-20T12:18:32.524548,LIMIT,LMAX,4668
TRD001041,SUMMIT_ADVISORS_051,GBPUSD,SELL,3176219,1.2426,2025-10-20T12:35:32.524548,LIMIT,EBS,4764
TRD001042,APEX_TRADING_089,AUDUSD,BUY,6198211,0.70161,2025-10-20T14:29:32.524548,MARKET,Currenex,8906
TRD001043,APEX_TRADING_089,AUDUSD,SELL,3894627,0.70158,2025-10-20T14:29:32.524548,MARKET,LMAX,3489
TRD001044,SUMMIT_ADVISORS_051,EURUSD,SELL,3376576,1.07855,2025-10-20T15:20:32.524548,LIMIT,LMAX,4365
TRD001045,ATLAS_BOND_012,USDCHF,BUY,6148116,0.83511,2025-10-20T15:44:32.524548,MARKET,Hotspot,-7491
TRD001046,TITAN_EQ_008,AUDUSD,BUY,1601152,0.70149,2025-10-20T15:49:32.524548,LIMIT,Hotspot,1597
TRD001047,ECLIPSE_PARTNERS_092,EURUSD,SELL,4721244,1.07815,2025-10-20T16:03:32.524548,MARKET,Hotspot,-6003
TRD001048,SENTINEL_ASSETS_067,EURUSD,SELL,1716341,1.0781,2025-10-20T17:30:32.524548,MARKET,Hotspot,1826
TRD001049,ACME_FX_023,EURUSD,SELL,2350885,1.07816,2025-10-20T17:35:32.524548,MARKET,Hotspot,1333
TRD001050,MERIDIAN_FUND_052,EURUSD,BUY,3021643,1.07839,2025-10-20T17:43:32.524548,LIMIT,Currenex,3835
TRD001051,ROCKFORD_TRUST_088,EURUSD,SELL,921519,1.0781,2025-10-20T17:50:32.524548,MARKET,LMAX,1130
TRD001052,SUMMIT_ADVISORS_051,EURUSD,BUY,4088306,1.07838,2025-10-20T18:33:32.524548,LIMIT,Currenex,-5268
TRD001053,NOVA_MACRO_045,GBPUSD,BUY,2002471,1.24204,2025-10-20T18:56:32.524548,LIMIT,Currenex,-2962
TRD001054,CORNERSTONE_INV_033,USDJPY,BUY,2545538,145.54862,2025-10-21T08:27:32.524548,LIMIT,LMAX,2071
TRD001055,QUANTUM_FINANCE_015,USDCHF,BUY,2475284,0.83518,2025-10-21T10:00:32.524548,LIMIT,Currenex,4619
TRD001056,CORNERSTONE_INV_033,USDCHF,SELL,3119788,0.8352,2025-10-21T10:03:32.524548,MARKET,Hotspot,-1783
TRD001057,SUMMIT_ADVISORS_051,GBPUSD,SELL,3014104,1.24209,2025-10-21T11:25:32.524548,MARKET,Hotspot,1694
TRD001058,NEXUS_CAPITAL_017,AUDUSD,BUY,2321396,0.70147,2025-10-21T13:11:32.524548,MARKET,LMAX,4131
TRD001059,PINNACLE_WEALTH_064,GBPUSD,BUY,4534576,1.2421,2025-10-21T13:29:32.524548,LIMIT,LMAX,-5565
TRD001060,ROCKFORD_TRUST_088,EURUSD,SELL,1881901,1.07849,2025-10-21T13:40:32.524548,MARKET,Currenex,3103
TRD001061,QUANTUM_FINANCE_015,AUDUSD,SELL,2315283,0.70147,2025-10-21T13:42:32.524548,MARKET,EBS,-2815
TRD001062,APEX_TRADING_089,AUDUSD,SELL,3115599,0.70158,2025-10-21T14:05:32.524548,LIMIT,LMAX,-3584
TRD001063,ECLIPSE_PARTNERS_092,EURUSD,SELL,3995877,1.07805,2025-10-21T14:34:32.524548,LIMIT,Hotspot,4634
TRD001064,TITAN_EQ_008,USDCHF,SELL,841846,0.83519,2025-10-21T15:24:32.524548,LIMIT,Currenex,762
TRD001065,APEX_TRADING_089,AUDUSD,BUY,4194137,0.70161,2025-10-21T15:34:32.524548,LIMIT,Currenex,5738
TRD001066,OLYMPUS_VENTURES_024,SPX,SELL,1531841,5192.01478,2025-10-21T15:47:32.524548,LIMIT,LMAX,2213
TRD001067,ECLIPSE_PARTNERS_092,USDJPY,BUY,4439743,145.49318,2025-10-21T16:43:32.524548,MARKET,EBS,8849
TRD001068,ROCKFORD_TRUST_088,USDJPY,SELL,1364992,145.53792,2025-10-21T17:07:32.524548,LIMIT,Hotspot,1743
TRD001069,ATLAS_BOND_012,USDCHF,BUY,6253097,0.83526,2025-10-21T17:30:32.524548,LIMIT,LMAX,6856
TRD001070,ROCKFORD_TRUST_088,GBPUSD,BUY,1222678,1.24248,2025-10-21T18:33:32.524548,MARKET,EBS,-1714
TRD001071,NOVA_MACRO_045,USDCHF,SELL,2416376,0.83525,2025-10-21T18:41:32.524548,MARKET,Hotspot,-3289
TRD001072,TITAN_EQ_008,AUDUSD,BUY,1784150,0.70152,2025-10-21T19:21:32.524548,LIMIT,Currenex,1660
TRD001073,PINNACLE_WEALTH_064,GBPUSD,BUY,6065786,1.24247,2025-10-21T19:22:32.524548,LIMIT,Currenex,6734
TRD001074,ROCKFORD_TRUST_088,USDJPY,SELL,934565,145.57526,2025-10-21T19:48:32.524548,MARKET,EBS,1260
TRD001075,ECLIPSE_PARTNERS_092,AUDUSD,SELL,3716777,0.70165,2025-10-22T08:35:32.524548,MARKET,LMAX,-5011
TRD001076,TITAN_EQ_008,USDJPY,BUY,1586729,145.55313,2025-10-22T08:44:32.524548,LIMIT,Currenex,2826
TRD001077,SUMMIT_ADVISORS_051,GBPUSD,SELL,3679933,1.2423,2025-10-22T09:20:32.524548,MARKET,LMAX,3258
TRD001078,NOVA_MACRO_045,AUDUSD,SELL,2590633,0.70135,2025-10-22T12:38:32.524548,MARKET,EBS,-2667
TRD001079,QUANTUM_FINANCE_015,GBPUSD,BUY,1557774,1.24244,2025-10-22T13:07:32.524548,MARKET,LMAX,-1652
TRD001080,VANGUARD_MARKETS_078,EURUSD,BUY,4325444,1.07831,2025-10-22T13:08:32.524548,LIMIT,EBS,8628
TRD001081,ROCKFORD_TRUST_088,GBPUSD,SELL,1309122,1.24192,2025-10-22T13:12:32.524548,LIMIT,Currenex,1670
TRD001082,TITAN_EQ_008,USDCHF,SELL,1803360,0.83519,2025-10-22T13:13:32.524548,MARKET,Currenex,-1158
TRD001083,ZEUS_COMM_019,OIL,SELL,3236208,82.91357,2025-10-22T13:20:32.524548,LIMIT,EBS,-3086
TRD001084,TITAN_EQ_008,USDCHF,SELL,1636518,0.83508,2025-10-22T15:23:32.524548,MARKET,EBS,2099
TRD001085,MERIDIAN_FUND_052,USDJPY,SELL,4028765,145.57856,2025-10-22T15:48:32.524548,LIMIT,Currenex,-5777
TRD001086,SUMMIT_ADVISORS_051,EURUSD,SELL,4298620,1.07821,2025-10-22T15:50:32.524548,MARKET,Currenex,4352
TRD001087,ATLAS_BOND_012,USDCHF,BUY,4978321,0.83533,2025-10-22T18:00:32.524548,LIMIT,LMAX,-1996
TRD001088,ACME_FX_023,USDJPY,BUY,6155117,145.57786,2025-10-22T18:50:32.524548,MARKET,Hotspot,-7755
TRD001089,OLYMPUS_VENTURES_024,SPX,SELL,1831062,5190.44904,2025-10-22T19:22:32.524548,MARKET,EBS,-1013
TRD001090,OLYMPUS_VENTURES_024,SPX,BUY,2390939,5191.81231,2025-10-22T19:51:32.524548,LIMIT,Currenex,1579
TRD001091,ECLIPSE_PARTNERS_092,USDJPY,SELL,3652175,145.56942,2025-10-22T19:55:32.524548,MARKET,Hotspot,-3187
TRD001092,MERIDIAN_FUND_052,AUDUSD,BUY,3624212,0.70135,2025-10-23T08:05:32.524548,LIMIT,Currenex,2829
TRD001093,PHOENIX_CAPITAL_031,EURUSD,SELL,5091920,1.07783,2025-10-23T08:16:32.524548,LIMIT,Currenex,-3558
TRD001094,QUANTUM_FINANCE_015,GBPUSD,SELL,2482736,1.24215,2025-10-23T08:27:32.524548,LIMIT,LMAX,-1591
TRD001095,NOVA_MACRO_045,GBPUSD,SELL,2122484,1.24265,2025-10-23T08:34:32.524548,LIMIT,Currenex,-655
TRD001096,OLYMPUS_VENTURES_024,EURUSD,BUY,2950566,1.0781,2025-10-23T09:14:32.524548,MARKET,EBS,4309
TRD001097,ATLAS_BOND_012,EURUSD,BUY,4048909,1.07805,2025-10-23T09:34:32.524548,MARKET,LMAX,-2444
TRD001098,STERLING_FX_041,AUDUSD,BUY,1205529,0.70174,2025-10-23T10:41:32.524548,LIMIT,LMAX,1820
TRD001099,SENTINEL_ASSETS_067,EURUSD,BUY,1174598,1.07831,2025-10-23T11:13:32.524548,LIMIT,Currenex,-1169
TRD001100,QUANTUM_FINANCE_015,AUDUSD,BUY,1265150,0.70131,2025-10-23T12:00:32.524548,LIMIT,EBS,-1391
TRD001101,PHOENIX_CAPITAL_031,SPX,SELL,5814445,5191.39841,2025-10-23T12:12:32.524548,MARKET,LMAX,3495
TRD001102,HORIZON_GLOBAL_056,USDJPY,SELL,2009242,145.5796,2025-10-23T12:44:32.524548,MARKET,LMAX,-1052
TRD001103,ROCKFORD_TRUST_088,GBPUSD,BUY,1965583,1.24192,2025-10-23T12:53:32.524548,MARKET,Hotspot,-1219
TRD001104,MERIDIAN_FUND_052,EURUSD,SELL,4988329,1.07816,2025-10-23T14:53:32.524548,MARKET,LMAX,7456
TRD001105,APEX_TRADING_089,AUDUSD,SELL,4428224,0.70145,2025-10-23T15:11:32.524548,MARKET,Hotspot,-3101
TRD001106,STERLING_FX_041,EURUSD,SELL,989880,1.07796,2025-10-23T17:44:32.524548,LIMIT,Hotspot,-1414
TRD001107,APEX_TRADING_089,GBPUSD,SELL,6255666,1.24233,2025-10-23T17:47:32.524548,LIMIT,Hotspot,-3165
TRD001108,PHOENIX_CAPITAL_031,GBPUSD,SELL,2653158,1.24252,2025-10-23T19:02:32.524548,LIMIT,Currenex,-1396
TRD001109,NOVA_MACRO_045,AUDUSD,BUY,2531218,0.70147,2025-10-23T19:19:32.524548,MARKET,Currenex,4415
TRD001110,NOVA_MACRO_045,AUDUSD,SELL,1895991,0.70164,2025-10-23T19:37:32.524548,MARKET,Currenex,-2582
TRD001111,PINNACLE_WEALTH_064,EURUSD,SELL,5798008,1.07818,2025-10-23T19:53:32.524548,MARKET,EBS,5564
TRD001112,STERLING_FX_041,EURUSD,SELL,1807520,1.07831,2025-10-24T08:22:32.524548,MARKET,LMAX,-2643
TRD001113,APEX_TRADING_089,GBPUSD,SELL,2890735,1.24247,2025-10-24T10:48:32.524548,LIMIT,LMAX,2145
TRD001114,SENTINEL_ASSETS_067,GBPUSD,BUY,1061408,1.24208,2025-10-24T11:13:32.524548,MARKET,LMAX,1684
TRD001115,MERIDIAN_FUND_052,AUDUSD,SELL,3172453,0.70116,2025-10-24T11:40:32.524548,MARKET,EBS,5773
TRD001116,MERIDIAN_FUND_052,USDJPY,BUY,4815117,145.62506,2025-10-24T12:11:32.524548,MARKET,EBS,8662
TRD001117,NEXUS_CAPITAL_017,USDJPY,BUY,2418335,145.53795,2025-10-24T12:58:32.524548,MARKET,Hotspot,2059
TRD001118,SENTINEL_ASSETS_067,GBPUSD,SELL,1690434,1.24184,2025-10-24T13:57:32.524548,MARKET,Hotspot,1367
TRD001119,QUANTUM_FINANCE_015,GBPUSD,SELL,2080463,1.24235,2025-10-24T14:54:32.524548,LIMIT,EBS,-775
TRD001120,HORIZON_GLOBAL_056,EURUSD,SELL,2040999,1.07786,2025-10-24T14:54:32.524548,LIMIT,Hotspot,1576
TRD001121,ZEUS_COMM_019,OIL,BUY,2100808,82.92363,2025-10-24T15:05:32.524548,MARKET,Hotspot,4150
TRD001122,ATLAS_BOND_012,EURUSD,SELL,5123316,1.07848,2025-10-24T17:00:32.524548,MARKET,Hotspot,7043
TRD001123,ATLAS_BOND_012,AUDUSD,BUY,5951204,0.70141,2025-10-24T17:12:32.524548,MARKET,Hotspot,6721
TRD001124,ZEUS_COMM_019,GOLD,SELL,2171101,1837.85091,2025-10-24T17:17:32.524548,MARKET,Currenex,1539
TRD001125,NOVA_MACRO_045,AUDUSD,BUY,2462122,0.70148,2025-10-24T18:20:32.524548,LIMIT,Hotspot,3249
TRD001126,ACME_FX_023,GBPUSD,SELL,6341740,1.24213,2025-10-24T18:41:32.524548,MARKET,EBS,12308
TRD001127,ATLAS_BOND_012,EURUSD,BUY,3748623,1.0783,2025-10-24T18:47:32.524548,LIMIT,EBS,3981
TRD001128,ACME_FX_023,USDJPY,SELL,5526959,145.58559,2025-10-24T19:18:32.524548,LIMIT,EBS,-5515
TRD001129,ACME_FX_023,USDJPY,SELL,6181663,145.58508,2025-10-25T08:12:32.524548,MARKET,EBS,-3063
TRD001130,ROCKFORD_TRUST_088,EURUSD,BUY,952261,1.07828,2025-10-25T08:13:32.524548,LIMIT,EBS,665
TRD001131,ECLIPSE_PARTNERS_092,AUDUSD,SELL,4336941,0.70141,2025-10-25T08:21:32.524548,MARKET,Hotspot,8474
TRD001132,NEXUS_CAPITAL_017,GBPUSD,BUY,2832187,1.24204,2025-10-25T08:35:32.524548,LIMIT,Currenex,3162
TRD001133,STERLING_FX_041,AUDUSD,BUY,1331657,0.70157,2025-10-25T08:46:32.524548,LIMIT,Hotspot,2644
TRD001134,SUMMIT_ADVISORS_051,GBPUSD,BUY,3272762,1.24264,2025-10-25T09:05:32.524548,LIMIT,LMAX,3415
TRD001135,SENTINEL_ASSETS_067,EURUSD,BUY,1219418,1.0782,2025-10-25T10:55:32.524548,LIMIT,EBS,2404
TRD001136,SENTINEL_ASSETS_067,GBPUSD,BUY,1376231,1.24204,2025-10-25T11:01:32.524548,LIMIT,LMAX,725
TRD001137,APEX_TRADING_089,USDCHF,SELL,3469123,0.83551,2025-10-25T12:17:32.524548,LIMIT,Currenex,-4170
TRD001138,ECLIPSE_PARTNERS_092,EURUSD,BUY,4237981,1.07824,2025-10-25T13:28:32.524548,MARKET,Currenex,-4039
TRD001139,ATLAS_BOND_012,AUDUSD,BUY,6490403,0.70152,2025-10-25T13:33:32.524548,LIMIT,LMAX,10152
TRD001140,SENTINEL_ASSETS_067,EURUSD,SELL,1375054,1.07792,2025-10-25T13:41:32.524548,MARKET,EBS,1383
TRD001141,STERLING_FX_041,AUDUSD,BUY,1519942,0.70147,2025-10-25T14:44:32.524548,LIMIT,Hotspot,2677
TRD001142,ACME_FX_023,EURUSD,SELL,6117307,1.07807,2025-10-25T15:35:32.524548,MARKET,LMAX,8478
TRD001143,NOVA_MACRO_045,GBPUSD,BUY,1720671,1.24209,2025-10-25T16:07:32.524548,LIMIT,Currenex,1537
TRD001144,QUANTUM_FINANCE_015,GBPUSD,BUY,1675026,1.2422,2025-10-25T17:40:32.524548,MARKET,Hotspot,-583
TRD001145,NEXUS_CAPITAL_017,GBPUSD,SELL,2733389,1.24223,2025-10-25T18:23:32.524548,MARKET,Hotspot,-3175
TRD001146,ATLAS_BOND_012,AUDUSD,SELL,4009663,0.70152,2025-10-25T18:27:32.524548,MARKET,Currenex,3769
TRD001147,TITAN_EQ_008,AUDUSD,SELL,1599974,0.70154,2025-10-26T08:55:32.524548,MARKET,Currenex,-1547
TRD001148,CORNERSTONE_INV_033,USDCHF,SELL,3185758,0.83532,2025-10-26T09:32:32.524548,MARKET,Currenex,2311
TRD001149,TITAN_EQ_008,USDJPY,BUY,1977894,145.51166,2025-10-26T09:34:32.524548,LIMIT,Hotspot,1006
TRD001150,ECLIPSE_PARTNERS_092,USDJPY,SELL,3024332,145.55387,2025-10-26T10:18:32.524548,MARKET,EBS,4433
TRD001151,MERIDIAN_FUND_052,USDJPY,BUY,3549033,145.59675,2025-10-26T10:26:32.524548,LIMIT,EBS,4212
TRD001152,APEX_TRADING_089,AUDUSD,SELL,6209567,0.70147,2025-10-26T10:26:32.524548,LIMIT,LMAX,-2736
TRD001153,VANGUARD_MARKETS_078,EURUSD,BUY,3618998,1.07799,2025-10-26T10:48:32.524548,MARKET,EBS,2531
TRD001154,HORIZON_GLOBAL_056,USDJPY,BUY,1980252,145.58265,2025-10-26T11:14:32.524548,LIMIT,LMAX,3100
TRD001155,NEXUS_CAPITAL_017,USDJPY,SELL,2527369,145.54583,2025-10-26T11:36:32.524548,LIMIT,EBS,-1377
TRD001156,SUMMIT_ADVISORS_051,GBPUSD,BUY,4655054,1.24237,2025-10-26T13:10:32.524548,LIMIT,EBS,-4387
TRD001157,ECLIPSE_PARTNERS_092,AUDUSD,BUY,3074084,0.70165,2025-10-26T13:51:32.524548,LIMIT,Hotspot,-3251
TRD001158,MERIDIAN_FUND_052,EURUSD,SELL,4408363,1.07819,2025-10-26T14:16:32.524548,MARKET,LMAX,-1606
TRD001159,NEXUS_CAPITAL_017,GBPUSD,SELL,3180867,1.2423,2025-10-26T14:49:32.524548,MARKET,EBS,-2712
TRD001160,ZEUS_COMM_019,OIL,SELL,2034496,82.89432,2025-10-26T15:35:32.524548,LIMIT,Currenex,1060
TRD001161,SENTINEL_ASSETS_067,EURUSD,SELL,801513,1.07824,2025-10-26T16:28:32.524548,LIMIT,Hotspot,1056
TRD001162,PINNACLE_WEALTH_064,EURUSD,SELL,3558214,1.07839,2025-10-26T17:08:32.524548,MARKET,EBS,2063
TRD001163,CORNERSTONE_INV_033,USDCHF,SELL,2760261,0.83518,2025-10-26T17:30:32.524548,LIMIT,LMAX,-2252
TRD001164,CORNERSTONE_INV_033,USDCHF,SELL,3147544,0.83528,2025-10-26T17:58:32.524548,LIMIT,Hotspot,4255
TRD001165,VANGUARD_MARKETS_078,USDJPY,BUY,3881076,145.63873,2025-10-26T18:34:32.524548,MARKET,Hotspot,1978
TRD001166,ACME_FX_023,EURUSD,SELL,5221044,1.07816,2025-10-26T18:36:32.524548,MARKET,EBS,8722
TRD001167,CORNERSTONE_INV_033,AUDUSD,SELL,4919948,0.7013,2025-10-26T18:56:32.524548,MARKET,LMAX,-2601
TRD001168,ZEUS_COMM_019,GOLD,BUY,2334632,1836.77244,2025-10-26T19:21:32.524548,LIMIT,LMAX,-717
TRD001169,PINNACLE_WEALTH_064,GBPUSD,BUY,2693491,1.24273,2025-10-26T19:53:32.524548,MARKET,Hotspot,4163
TRD001170,ROCKFORD_TRUST_088,USDJPY,SELL,1771990,145.58736,2025-10-26T19:53:32.524548,MARKET,LMAX,3306
TRD001171,ROCKFORD_TRUST_088,GBPUSD,SELL,1753006,1.24268,2025-10-27T08:30:32.524548,MARKET,Currenex,1198
TRD001172,PHOENIX_CAPITAL_031,GBPUSD,SELL,5494422,1.24205,2025-10-27T08:39:32.524548,MARKET,Hotspot,3274
TRD001173,PHOENIX_CAPITAL_031,EURUSD,SELL,3513778,1.07837,2025-10-27T09:27:32.524548,LIMIT,LMAX,6047
TRD001174,MERIDIAN_FUND_052,USDJPY,SELL,4061860,145.56676,2025-10-27T09:52:32.524548,LIMIT,Hotspot,4207
TRD001175,CORNERSTONE_INV_033,USDJPY,BUY,2929146,145.61612,2025-10-27T10:00:32.524548,LIMIT,Hotspot,-3192
TRD001176,MERIDIAN_FUND_052,USDJPY,BUY,3575767,145.54896,2025-10-27T11:09:32.524548,LIMIT,LMAX,3975
TRD001177,MERIDIAN_FUND_052,USDJPY,BUY,4682831,145.52069,2025-10-27T11:54:32.524548,LIMIT,EBS,3736
TRD001178,ECLIPSE_PARTNERS_092,USDJPY,BUY,4137146,145.60278,2025-10-27T12:58:32.524548,MARKET,EBS,4097
TRD001179,PHOENIX_CAPITAL_031,GBPUSD,SELL,3280428,1.24217,2025-10-27T13:42:32.524548,LIMIT,LMAX,-3439
TRD001180,SENTINEL_ASSETS_067,GBPUSD,BUY,849346,1.2423,2025-10-27T13:43:32.524548,MARKET,Hotspot,1118
TRD001181,APEX_TRADING_089,USDCHF,SELL,2505460,0.83516,2025-10-27T13:44:32.524548,MARKET,Currenex,-1862
TRD001182,NOVA_MACRO_045,GBPUSD,SELL,1764885,1.24206,2025-10-27T13:49:32.524548,MARKET,LMAX,2218
TRD001183,SUMMIT_ADVISORS_051,EURUSD,SELL,4996154,1.07817,2025-10-27T14:58:32.524548,LIMIT,LMAX,-3850
TRD001184,ECLIPSE_PARTNERS_092,AUDUSD,SELL,3255901,0.70131,2025-10-27T16:04:32.524548,LIMIT,Hotspot,-3616
TRD001185,PINNACLE_WEALTH_064,EURUSD,BUY,3790306,1.0781,2025-10-27T18:05:32.524548,MARKET,EBS,5345
TRD001186,PHOENIX_CAPITAL_031,GBPUSD,SELL,5720870,1.24188,2025-10-27T18:06:32.524548,MARKET,Hotspot,5327
TRD001187,ZEUS_COMM_019,AUDUSD,SELL,3587946,0.70124,2025-10-27T18:32:32.524548,MARKET,Currenex,6971
TRD001188,SUMMIT_ADVISORS_051,AUDUSD,SELL,4968721,0.70144,2025-10-27T18:43:32.524548,LIMIT,Hotspot,6025
TRD001189,ZEUS_COMM_019,GOLD,BUY,1902853,1837.54522,2025-10-27T18:53:32.524548,LIMIT,EBS,2323
TRD001190,NEXUS_CAPITAL_017,GBPUSD,BUY,1557145,1.24253,2025-10-27T19:04:32.524548,MARKET,EBS,818
TRD001191,CORNERSTONE_INV_033,AUDUSD,BUY,2192472,0.70132,2025-10-27T19:07:32.524548,MARKET,EBS,2419
TRD001192,TITAN_EQ_008,USDJPY,BUY,1828251,145.58805,2025-10-27T19:37:32.524548,LIMIT,LMAX,-2457
TRD001193,ECLIPSE_PARTNERS_092,USDJPY,BUY,3678227,145.61498,2025-10-27T19:57:32.524548,MARKET,Hotspot,6683
TRD001194,MERIDIAN_FUND_052,AUDUSD,BUY,3789234,0.70157,2025-10-28T09:24:32.524548,MARKET,LMAX,6766
TRD001195,SENTINEL_ASSETS_067,EURUSD,BUY,1435859,1.07833,2025-10-28T09:50:32.524548,MARKET,LMAX,1364
TRD001196,MERIDIAN_FUND_052,AUDUSD,BUY,3747676,0.70148,2025-10-28T09:57:32.524548,LIMIT,Currenex,-1660
TRD001197,TITAN_EQ_008,USDJPY,BUY,1022322,145.52491,2025-10-28T10:31:32.524548,LIMIT,Currenex,1901
TRD001198,APEX_TRADING_089,AUDUSD,BUY,2718854,0.70154,2025-10-28T10:43:32.524548,LIMIT,EBS,-3096
TRD001199,APEX_TRADING_089,GBPUSD,SELL,5382740,1.2419,2025-10-28T10:56:32.524548,LIMIT,LMAX,4464
TRD001200,HORIZON_GLOBAL_056,EURUSD,SELL,3615007,1.0784,2025-10-28T11:06:32.524548,LIMIT,Hotspot,7091
TRD001201,QUANTUM_FINANCE_015,GBPUSD,BUY,1996670,1.24237,2025-10-28T11:14:32.524548,LIMIT,EBS,-1804
TRD001202,ROCKFORD_TRUST_088,GBPUSD,BUY,1906837,1.24205,2025-10-28T11:39:32.524548,MARKET,Currenex,1973
TRD001203,ROCKFORD_TRUST_088,USDJPY,SELL,1891068,145.59294,2025-10-28T11:44:32.524548,LIMIT,Currenex,-685
TRD001204,SENTINEL_ASSETS_067,GBPUSD,SELL,1311916,1.24245,2025-10-28T12:22:32.524548,LIMIT,LMAX,-475
TRD001205,QUANTUM_FINANCE_015,GBPUSD,BUY,1344964,1.24248,2025-10-28T12:22:32.524548,MARKET,EBS,2299
TRD001206,ATLAS_BOND_012,EURUSD,BUY,4409991,1.07862,2025-10-28T12:50:32.524548,MARKET,Currenex,3095
TRD001207,TITAN_EQ_008,USDCHF,SELL,1760679,0.83526,2025-10-28T13:02:32.524548,LIMIT,LMAX,-2198
TRD001208,OLYMPUS_VENTURES_024,SPX,SELL,1788817,5191.43539,2025-10-28T13:42:32.524548,LIMIT,EBS,1172
TRD001209,STERLING_FX_041,AUDUSD,SELL,1018771,0.70131,2025-10-28T14:05:32.524548,LIMIT,Currenex,1414
TRD001210,ZEUS_COMM_019,GOLD,BUY,2144709,1836.40668,2025-10-28T15:12:32.524548,LIMIT,LMAX,2090
TRD001211,APEX_TRADING_089,AUDUSD,BUY,2866483,0.7015,2025-10-28T15:35:32.524548,LIMIT,LMAX,1600
TRD001212,MERIDIAN_FUND_052,USDJPY,BUY,3027901,145.57934,2025-10-28T16:01:32.524548,LIMIT,Currenex,3225
TRD001213,NEXUS_CAPITAL_017,GBPUSD,BUY,2550836,1.24217,2025-10-28T16:28:32.524548,LIMIT,Hotspot,-2439
TRD001214,PHOENIX_CAPITAL_031,SPX,SELL,6346155,5191.47763,2025-10-28T16:58:32.524548,MARKET,EBS,7354
TRD001215,STERLING_FX_041,AUDUSD,SELL,1726991,0.70152,2025-10-28T17:23:32.524548,MARKET,EBS,3404
TRD001216,TITAN_EQ_008,AUDUSD,BUY,966538,0.70147,2025-10-28T18:14:32.524548,MARKET,Currenex,1841
TRD001217,SENTINEL_ASSETS_067,EURUSD,BUY,977107,1.07798,2025-10-28T18:19:32.524548,LIMIT,Currenex,-734
TRD001218,NOVA_MACRO_045,AUDUSD,SELL,2184721,0.70142,2025-10-28T19:01:32.524548,LIMIT,EBS,-1095
TRD001219,OLYMPUS_VENTURES_024,EURUSD,SELL,2418453,1.07795,2025-10-28T19:27:32.524548,LIMIT,Hotspot,1813
